Timestamp,Power,Fan,Temperature,Raw Temp Timestamp,First Crack,Second Crack
02:08,9,5,230,1704610123,True,False
02:09,9,5,238,1704610124,True,False
02:10,9,5,239,1704610125,True,False
02:11,9,5,236,1704610126,True,False
02:12,9,5,245,1704610127,True,False
02:13,9,5,245,1704610128,True,False
02:14,9,5,250,1704610129,True,False
02:15,9,5,245,1704610130,True,False
02:16,9,5,250,1704610131,True,False
02:17,9,5,233,1704610132,True,False
02:18,9,5,249,1704610133,True,False
02:19,9,5,230,1704610134,True,False
02:20,9,5,243,1704610135,True,False
02:21,9,5,232,1704610136,True,False
02:22,9,5,238,1704610137,True,False
02:23,9,5,232,1704610138,True,False
02:24,9,5,235,1704610139,True,False
02:25,9,5,237,1704610140,True,False
02:26,9,5,233,1704610141,True,False
02:27,9,5,247,1704610142,True,False
02:28,9,5,244,1704610143,True,False
02:29,9,5,238,1704610144,True,False
02:30,9,5,231,1704610145,True,False
02:31,9,5,246,1704610146,True,False
02:32,9,5,244,1704610147,True,False
02:33,9,5,249,1704610148,True,False
02:34,9,5,236,1704610149,True,False
02:35,9,5,233,1704610150,True,False
02:36,9,5,238,1704610151,True,False
02:38,9,5,247,1704610153,True,False
02:39,9,5,235,1704610154,True,False
02:40,9,5,233,1704610155,True,False
02:41,9,5,243,1704610156,True,False
02:42,9,5,231,1704610157,True,False
10:41,9,5,230,1704610636,True,False
10:42,9,5,243,1704610637,True,False
10:43,9,5,248,1704610638,True,False
10:44,9,5,232,1704610639,True,False
10:45,9,5,231,1704610640,True,False
10:46,9,5,243,1704610641,True,False
10:47,9,5,236,1704610642,True,False
10:48,9,5,234,1704610643,True,False
10:49,9,5,248,1704610644,True,False
10:50,9,5,235,1704610645,True,False
10:51,9,5,232,1704610646,True,False
10:52,9,5,231,1704610647,True,False
10:53,9,5,239,1704610648,True,False
10:54,9,5,247,1704610649,True,False
10:55,9,5,238,1704610650,True,False
10:56,9,5,241,1704610651,True,False
10:57,9,5,249,1704610652,True,False
10:58,9,5,232,1704610653,True,False
10:59,9,5,245,1704610654,True,False
11:00,9,5,232,1704610655,True,False
11:01,9,5,249,1704610656,True,False
11:02,9,5,235,1704610657,True,False
11:03,9,5,232,1704610658,True,False
11:04,4,5,234,1704610659,True,False
11:05,3,5,249,1704610660,True,False
11:06,3,5,248,1704610661,True,False
11:07,1,5,236,1704610662,True,False
11:08,1,6,233,1704610663,True,False
11:09,1,8,245,1704610664,True,False
11:10,1,8,230,1704610665,True,False
11:11,1,8,234,1704610666,True,False
11:12,1,8,249,1704610667,True,False
11:13,1,8,247,1704610668,True,False
11:14,1,8,245,1704610669,True,False
11:15,1,8,241,1704610670,True,False
11:16,1,8,240,1704610671,True,False
11:17,1,8,234,1704610672,True,False
11:18,1,8,241,1704610673,True,False
11:19,1,8,236,1704610674,True,False
11:20,1,8,230,1704610675,True,False
11:21,1,8,230,1704610676,True,False
11:22,1,8,244,1704610677,True,False
11:23,1,8,231,1704610678,True,False
11:24,1,8,234,1704610679,True,False
11:25,1,8,230,1704610680,True,False
11:26,1,8,240,1704610681,True,False
11:27,1,8,237,1704610682,True,False
11:28,1,8,231,1704610683,True,False
11:29,1,8,246,1704610684,True,False
11:30,1,8,244,1704610685,True,False
11:31,1,8,231,1704610686,True,False
11:32,1,8,238,1704610687,True,False
11:33,1,8,232,1704610688,True,False
11:34,1,8,234,1704610689,True,False
11:35,1,8,230,1704610690,True,False
11:36,1,8,242,1704610691,True,False
11:37,1,8,247,1704610692,True,False
11:38,1,8,242,1704610693,True,False
11:39,1,8,241,1704610694,True,False
11:40,1,8,233,1704610695,True,False
11:41,1,8,232,1704610696,True,False
11:42,1,8,240,1704610697,True,False
11:43,1,8,250,1704610698,True,False
11:44,1,8,231,1704610699,True,False
11:45,1,8,237,1704610700,True,False
11:46,1,8,244,1704610701,True,False
11:47,1,8,247,1704610702,True,False
11:48,1,8,237,1704610703,True,False
11:50,1,8,248,1704610705,True,False
11:51,1,8,232,1704610706,True,False
11:52,1,8,242,1704610707,True,False
11:53,1,8,235,1704610708,True,False
11:54,1,8,249,1704610709,True,False
11:55,1,8,233,1704610710,True,False
11:56,1,8,241,1704610711,True,False
11:57,1,8,248,1704610712,True,False
11:58,1,8,246,1704610713,True,False
11:59,1,8,246,1704610714,True,False
12:00,1,8,232,1704610715,True,False
12:01,1,8,235,1704610716,True,False
12:02,1,8,236,1704610717,True,False
12:03,1,8,235,1704610718,True,False
12:04,1,8,245,1704610719,True,False
12:05,1,8,243,1704610720,True,False
12:06,1,8,248,1704610721,True,False
12:07,1,8,238,1704610722,True,False
12:08,1,8,232,1704610723,True,False
12:09,1,8,236,1704610724,True,False
12:10,1,8,249,1704610725,True,False
12:11,1,8,235,1704610726,True,False
12:12,1,8,249,1704610727,True,False
12:13,1,8,240,1704610728,True,False
12:14,1,8,231,1704610729,True,False
12:15,1,8,236,1704610730,True,False
12:16,1,8,249,1704610731,True,False
12:17,1,8,237,1704610732,True,False
12:18,1,8,234,1704610733,True,False
12:19,1,8,237,1704610734,True,False
12:20,1,8,246,1704610735,True,False
12:21,1,8,243,1704610736,True,False
12:22,1,8,230,1704610737,True,False
12:23,1,8,245,1704610738,True,False
12:24,1,8,231,1704610739,True,False
12:25,1,8,239,1704610740,True,False
12:26,1,8,234,1704610741,True,False
12:27,1,8,231,1704610742,True,False
12:28,1,8,235,1704610743,True,False
12:29,1,8,239,1704610744,True,False
12:30,1,8,233,1704610745,True,False
12:31,1,8,242,1704610746,True,False
12:32,1,8,239,1704610747,True,False
12:33,1,8,237,1704610748,True,False
12:34,1,8,230,1704610749,True,False
12:35,1,8,249,1704610750,True,False
12:36,1,8,249,1704610751,True,False
12:37,1,8,237,1704610752,True,False
12:38,1,8,237,1704610753,True,False
12:39,1,8,246,1704610754,True,False
12:40,1,8,249,1704610755,True,False
12:41,1,8,234,1704610756,True,False
12:42,1,8,240,1704610757,True,False
12:43,1,8,233,1704610758,True,False
12:44,1,8,244,1704610759,True,False
12:45,1,8,238,1704610760,True,False
12:46,1,8,234,1704610761,True,False
12:47,1,8,232,1704610762,True,False
12:48,1,8,243,1704610763,True,False
12:49,1,8,250,1704610764,True,False
12:50,1,8,243,1704610765,True,False
12:51,1,8,247,1704610766,True,False
12:52,1,8,238,1704610767,True,False
12:53,1,8,238,1704610768,True,False
12:54,1,8,250,1704610769,True,False
12:55,1,8,245,1704610770,True,False
12:56,1,8,246,1704610771,True,False
12:57,1,8,235,1704610772,True,False
12:58,1,8,240,1704610773,True,False
12:59,1,8,241,1704610774,True,False
13:00,1,8,250,1704610775,True,False
13:01,1,8,242,1704610776,True,False
13:02,1,8,231,1704610777,True,False
13:03,1,8,248,1704610778,True,False
13:04,1,8,234,1704610779,True,False
13:05,1,8,231,1704610780,True,False
13:06,1,8,238,1704610781,True,False
13:07,1,8,240,1704610782,True,False
13:08,1,8,237,1704610783,True,False
13:09,1,8,244,1704610784,True,False
13:10,1,8,250,1704610785,True,False
13:11,1,8,248,1704610786,True,False
13:12,1,8,243,1704610787,True,False
13:13,1,8,243,1704610788,True,False
13:14,1,8,247,1704610789,True,False
13:15,1,8,233,1704610790,True,False
13:16,1,8,238,1704610791,True,False
13:17,1,8,234,1704610792,True,False
13:18,1,8,250,1704610793,True,False
13:19,1,8,238,1704610794,True,False
13:20,1,8,237,1704610795,True,False
13:21,1,8,230,1704610796,True,False
13:22,1,8,241,1704610797,True,False
13:23,1,8,236,1704610798,True,False
13:24,1,8,239,1704610799,True,False
13:25,1,8,243,1704610800,True,False
13:26,1,8,239,1704610801,True,False
13:27,1,8,238,1704610802,True,False
13:28,1,8,237,1704610803,True,False
13:29,1,8,239,1704610804,True,False
13:30,1,8,240,1704610805,True,False
13:31,1,8,242,1704610806,True,False
13:32,1,8,233,1704610807,True,False
13:33,1,8,240,1704610808,True,False
13:34,1,8,250,1704610809,True,False
13:35,1,8,236,1704610810,True,False
13:36,1,8,238,1704610811,True,False
13:37,1,8,237,1704610812,True,False
13:38,1,8,230,1704610813,True,False
13:39,1,8,234,1704610814,True,False
13:40,1,8,231,1704610815,True,False
13:41,1,8,249,1704610816,True,False
13:42,1,8,246,1704610817,True,False
13:43,1,8,237,1704610818,True,False
13:44,1,8,232,1704610819,True,False
13:45,1,8,240,1704610820,True,False
13:46,1,8,248,1704610821,True,False
13:47,1,8,247,1704610822,True,False
13:48,1,8,231,1704610823,True,False
13:49,1,8,242,1704610824,True,False
13:50,1,8,250,1704610825,True,False
13:51,1,8,250,1704610826,True,False
13:52,1,8,248,1704610827,True,False
13:53,1,8,249,1704610828,True,False
13:54,1,8,246,1704610829,True,False
13:55,1,8,233,1704610830,True,False
13:56,1,8,249,1704610831,True,False
13:57,1,8,240,1704610832,True,False
13:58,1,8,247,1704610833,True,False
13:59,1,8,245,1704610834,True,False
14:00,1,8,243,1704610835,True,False
14:01,1,8,245,1704610836,True,False
14:02,1,8,244,1704610837,True,False
14:03,1,8,245,1704610838,True,False
14:04,1,8,232,1704610839,True,False
14:05,1,8,245,1704610840,True,False
14:06,1,8,241,1704610841,True,False
14:07,1,8,244,1704610842,True,False
14:08,1,8,244,1704610843,True,False
14:09,1,8,247,1704610844,True,False
14:10,1,8,247,1704610845,True,False
14:11,1,8,249,1704610846,True,False
14:12,1,8,233,1704610847,True,False
14:13,1,8,231,1704610848,True,False
14:14,1,8,240,1704610849,True,False
14:15,1,8,235,1704610850,True,False
14:16,1,8,238,1704610851,True,False
14:17,1,8,248,1704610852,True,False
14:18,1,8,230,1704610853,True,False
14:19,1,8,242,1704610854,True,False
14:20,1,8,250,1704610855,True,False
14:21,1,8,250,1704610856,True,False
14:22,1,8,250,1704610857,True,False
14:23,1,8,245,1704610858,True,False
14:24,1,8,243,1704610859,True,False
14:25,1,8,232,1704610860,True,False
14:26,1,8,231,1704610861,True,False
14:27,1,8,230,1704610862,True,False
14:28,1,8,250,1704610863,True,False
14:29,1,8,243,1704610864,True,False
14:30,1,8,250,1704610865,True,False
14:31,1,8,245,1704610866,True,False
14:32,1,8,249,1704610867,True,False
14:33,1,8,231,1704610868,True,False
14:34,1,8,232,1704610869,True,False
14:35,1,8,231,1704610870,True,False
14:36,1,8,245,1704610871,True,False
14:37,1,8,230,1704610872,True,False
14:38,1,8,240,1704610873,True,False
14:39,1,8,248,1704610874,True,False
14:40,1,8,250,1704610875,True,False
14:41,1,8,249,1704610876,True,False
14:42,1,8,250,1704610877,True,False
14:43,1,8,250,1704610878,True,False
14:44,1,8,237,1704610879,True,False
14:45,1,8,239,1704610880,True,False
14:46,1,8,242,1704610881,True,False
14:47,1,8,250,1704610882,True,False
14:48,1,8,247,1704610883,True,False
14:49,1,8,244,1704610884,True,False
14:50,1,8,245,1704610885,True,False
14:51,1,8,236,1704610886,True,False
14:52,1,8,240,1704610887,True,False
14:53,1,8,236,1704610888,True,False
14:54,1,8,231,1704610889,True,False
14:55,1,8,247,1704610890,True,False
14:56,1,8,250,1704610891,True,False
14:57,1,8,241,1704610892,True,False
14:58,1,8,236,1704610893,True,False
14:59,1,8,241,1704610894,True,False
15:00,1,8,231,1704610895,True,False
15:01,1,8,241,1704610896,True,False
15:02,1,8,243,1704610897,True,False
15:03,1,8,235,1704610898,True,False
15:04,1,8,248,1704610899,True,False
15:05,1,8,249,1704610900,True,False
15:06,1,8,233,1704610901,True,False
15:07,1,8,238,1704610902,True,False
15:08,1,8,250,1704610903,True,False
15:09,1,8,230,1704610904,True,False
15:10,1,8,245,1704610905,True,False
15:11,1,8,230,1704610906,True,False
15:12,1,8,245,1704610907,True,False
15:13,1,8,239,1704610908,True,False
15:14,1,8,234,1704610909,True,False
15:15,1,8,241,1704610910,True,False
15:16,1,8,249,1704610911,True,False
15:17,1,8,239,1704610912,True,False
15:18,1,8,240,1704610913,True,False
15:19,1,8,240,1704610914,True,False
15:20,1,8,237,1704610915,True,False
15:21,1,8,244,1704610916,True,False
15:22,1,8,234,1704610917,True,False
15:23,1,8,237,1704610918,True,False
15:24,1,8,245,1704610919,True,False
15:25,1,8,233,1704610920,True,False
15:26,1,8,239,1704610921,True,False
15:27,1,8,237,1704610922,True,False
15:28,1,8,238,1704610923,True,False
15:29,1,8,247,1704610924,True,False
15:30,1,8,231,1704610925,True,False
15:31,1,8,240,1704610926,True,False
15:32,1,8,243,1704610927,True,False
15:33,1,8,250,1704610928,True,False
15:34,1,8,233,1704610929,True,False
15:36,1,8,248,1704610931,True,False
15:37,1,8,249,1704610932,True,False
15:38,1,8,248,1704610933,True,False
15:39,1,8,249,1704610934,True,False
15:40,1,8,243,1704610935,True,False
15:41,1,8,240,1704610936,True,False
15:42,1,8,245,1704610937,True,False
15:43,1,8,242,1704610938,True,False
15:44,1,8,234,1704610939,True,False
15:45,1,8,240,1704610940,True,False
15:46,1,8,244,1704610941,True,False
15:47,1,8,236,1704610942,True,False
15:48,1,8,230,1704610943,True,False
15:49,1,8,249,1704610944,True,False
15:50,1,8,247,1704610945,True,False
15:51,1,8,241,1704610946,True,False
15:52,1,8,230,1704610947,True,False
15:53,1,8,239,1704610948,True,False
15:54,1,8,243,1704610949,True,False
15:55,1,8,242,1704610950,True,False
15:56,1,8,237,1704610951,True,False
15:57,1,8,249,1704610952,True,False
15:58,1,8,232,1704610953,True,False
15:59,1,8,236,1704610954,True,False
16:00,1,8,238,1704610955,True,False
16:01,1,8,235,1704610956,True,False
16:02,1,8,239,1704610957,True,False
16:03,1,8,245,1704610958,True,False
16:04,1,8,241,1704610959,True,False
16:05,1,8,239,1704610960,True,False
16:06,1,8,237,1704610961,True,False
16:07,1,8,231,1704610962,True,False
16:08,1,8,246,1704610963,True,False
16:09,1,8,238,1704610964,True,False
16:10,1,8,232,1704610965,True,False
16:11,1,8,248,1704610966,True,False
16:12,1,8,232,1704610967,True,False
16:13,1,8,248,1704610968,True,False
16:14,1,8,249,1704610969,True,False
16:15,1,8,235,1704610970,True,False
16:16,1,8,230,1704610971,True,False
16:17,1,8,250,1704610972,True,False
16:18,1,8,244,1704610973,True,False
16:19,1,8,249,1704610974,True,False
16:20,1,8,233,1704610975,True,False
16:21,1,8,231,1704610976,True,False
16:22,1,8,248,1704610977,True,False
16:23,1,8,245,1704610978,True,False
16:24,1,8,230,1704610979,True,False
16:25,1,8,242,1704610980,True,False
16:26,1,8,238,1704610981,True,False
16:27,1,8,234,1704610982,True,False
16:28,1,8,235,1704610983,True,False
16:29,1,8,238,1704610984,True,False
16:30,1,8,249,1704610985,True,False
16:31,1,8,233,1704610986,True,False
16:32,1,8,237,1704610987,True,False
16:33,1,8,242,1704610988,True,False
16:34,1,8,244,1704610989,True,False
16:35,1,8,246,1704610990,True,False
16:36,1,8,235,1704610991,True,False
16:37,1,8,232,1704610992,True,False
16:38,1,8,236,1704610993,True,False
16:39,1,8,232,1704610994,True,False
16:40,1,8,242,1704610995,True,False
16:41,1,8,247,1704610996,True,False
16:42,1,8,235,1704610997,True,False
16:43,1,8,238,1704610998,True,False
16:44,1,8,232,1704610999,True,False
16:45,1,8,245,1704611000,True,False
16:46,1,8,242,1704611001,True,False
16:47,1,8,234,1704611002,True,False
16:48,1,8,250,1704611003,True,False
16:49,1,8,234,1704611004,True,False
16:50,1,8,242,1704611005,True,False
16:51,1,8,235,1704611006,True,False
16:52,1,8,245,1704611007,True,False
16:53,1,8,238,1704611008,True,False
16:54,1,8,246,1704611009,True,False
16:55,1,8,234,1704611010,True,False
16:56,1,8,236,1704611011,True,False
16:57,1,8,233,1704611012,True,False
16:58,1,8,244,1704611013,True,False
16:59,1,8,248,1704611014,True,False
17:00,1,8,245,1704611015,True,False
17:01,1,8,245,1704611016,True,False
17:02,1,8,246,1704611017,True,False
17:03,1,8,233,1704611018,True,False
17:04,1,8,241,1704611019,True,False
17:05,1,8,238,1704611020,True,False
17:06,1,8,248,1704611021,True,False
17:07,1,8,231,1704611022,True,False
17:08,1,8,235,1704611023,True,False
17:09,1,8,243,1704611024,True,False
17:10,1,8,246,1704611025,True,False
17:11,1,8,249,1704611026,True,False
17:12,1,8,230,1704611027,True,False
17:13,1,8,243,1704611028,True,False
17:14,1,8,249,1704611029,True,False
17:15,1,8,238,1704611030,True,False
17:16,1,8,240,1704611031,True,False
17:17,1,8,242,1704611032,True,False
17:18,1,8,231,1704611033,True,False
17:19,1,8,243,1704611034,True,False
17:20,1,8,231,1704611035,True,False
17:21,1,8,247,1704611036,True,False
17:22,1,8,240,1704611037,True,False
17:23,1,8,248,1704611038,True,False
17:24,1,8,233,1704611039,True,False
17:25,1,8,247,1704611040,True,False
17:26,1,8,241,1704611041,True,False
17:27,1,8,247,1704611042,True,False
17:28,1,8,248,1704611043,True,False
17:29,1,8,247,1704611044,True,False
17:30,1,8,244,1704611045,True,False
17:31,1,8,241,1704611046,True,False
17:32,1,8,245,1704611047,True,False
17:33,1,8,233,1704611048,True,False
17:34,1,8,234,1704611049,True,False
17:35,1,8,237,1704611050,True,False
17:36,1,8,250,1704611051,True,False
17:37,1,8,245,1704611052,True,False
17:38,1,8,240,1704611053,True,False
17:39,1,8,241,1704611054,True,False
17:40,1,8,244,1704611055,True,False
17:41,1,8,235,1704611056,True,False
17:42,1,8,237,1704611057,True,False
17:43,1,8,233,1704611058,True,False
17:44,1,8,237,1704611059,True,False
17:45,1,8,232,1704611060,True,False
17:46,1,8,230,1704611061,True,False
17:47,1,8,243,1704611062,True,False
17:48,1,8,243,1704611063,True,False
17:49,1,8,237,1704611064,True,False
17:50,1,8,242,1704611065,True,False
17:51,1,8,246,1704611066,True,False
17:52,1,8,247,1704611067,True,False
17:53,1,8,235,1704611068,True,False
17:54,1,8,247,1704611069,True,False
17:55,1,8,242,1704611070,True,False
17:56,1,8,248,1704611071,True,False
17:57,1,8,230,1704611072,True,False
17:58,1,8,244,1704611073,True,False
17:59,1,8,244,1704611074,True,False
18:00,1,8,248,1704611075,True,False
18:01,1,8,245,1704611076,True,False
18:02,1,8,233,1704611077,True,False
18:03,1,8,246,1704611078,True,False
18:04,1,8,240,1704611079,True,False
18:05,1,8,238,1704611080,True,False
18:06,1,8,230,1704611081,True,False
18:07,1,8,231,1704611082,True,False
18:08,1,8,233,1704611083,True,False
18:09,1,8,238,1704611084,True,False
18:10,1,8,239,1704611085,True,False
18:11,1,8,247,1704611086,True,False
18:12,1,8,244,1704611087,True,False
18:13,1,8,233,1704611088,True,False
18:14,1,8,246,1704611089,True,False
18:15,1,8,242,1704611090,True,False
18:16,1,8,231,1704611091,True,False
18:17,1,8,232,1704611092,True,False
18:18,1,8,239,1704611093,True,False
18:19,1,8,232,1704611094,True,False
18:20,1,8,246,1704611095,True,False
18:21,1,8,233,1704611096,True,False
18:22,1,8,247,1704611097,True,False
18:23,1,8,250,1704611098,True,False
18:24,1,8,238,1704611099,True,False
18:25,1,8,245,1704611100,True,False
18:26,1,8,236,1704611101,True,False
18:27,1,8,239,1704611102,True,False
18:28,1,8,245,1704611103,True,False
18:29,1,8,234,1704611104,True,False
18:30,1,8,245,1704611105,True,False
18:31,1,8,247,1704611106,True,False
18:32,1,8,233,1704611107,True,False
18:33,1,8,231,1704611108,True,False
18:34,1,8,238,1704611109,True,False
18:35,1,8,234,1704611110,True,False
18:36,1,8,248,1704611111,True,False
18:37,1,8,242,1704611112,True,False
18:38,1,8,244,1704611113,True,False
18:39,1,8,240,1704611114,True,False
18:40,1,8,244,1704611115,True,False
18:41,1,8,241,1704611116,True,False
18:42,1,8,250,1704611117,True,False
18:43,1,8,250,1704611118,True,False
18:44,1,8,241,1704611119,True,False
18:45,1,8,236,1704611120,True,False
18:46,1,8,248,1704611121,True,False
18:47,1,8,245,1704611122,True,False
18:48,1,8,237,1704611123,True,False
18:49,1,8,237,1704611124,True,False
18:50,1,8,243,1704611125,True,False
18:51,1,8,231,1704611126,True,False
18:52,1,8,245,1704611127,True,False
18:53,1,8,239,1704611128,True,False
18:54,1,8,242,1704611129,True,False
18:55,1,8,237,1704611130,True,False
18:56,1,8,235,1704611131,True,False
18:57,1,8,238,1704611132,True,False
18:58,1,8,243,1704611133,True,False
18:59,1,8,242,1704611134,True,False
19:00,1,8,238,1704611135,True,False
19:01,1,8,247,1704611136,True,False
19:02,1,8,248,1704611137,True,False
19:03,1,8,235,1704611138,True,False
19:04,1,8,231,1704611139,True,False
19:05,1,8,244,1704611140,True,False
19:06,1,8,246,1704611141,True,False
19:07,1,8,247,1704611142,True,False
19:08,1,8,249,1704611143,True,False
19:09,1,8,238,1704611144,True,False
19:10,1,8,238,1704611145,True,False
19:11,1,8,243,1704611146,True,False
19:12,1,8,235,1704611147,True,False
19:13,1,8,247,1704611148,True,False
19:14,1,8,245,1704611149,True,False
19:15,1,8,240,1704611150,True,False
19:16,1,8,239,1704611151,True,False
19:17,1,8,250,1704611152,True,False
19:18,1,8,243,1704611153,True,False
19:19,1,8,245,1704611154,True,False
19:20,1,8,244,1704611155,True,False
19:21,1,8,238,1704611156,True,False
19:22,1,8,247,1704611157,True,False
19:23,1,8,244,1704611158,True,False
19:24,1,8,249,1704611159,True,False
19:25,1,8,245,1704611160,True,False
19:26,1,8,245,1704611161,True,False
19:27,1,8,234,1704611162,True,False
19:28,1,8,233,1704611163,True,False
19:29,1,8,237,1704611164,True,False
